,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise
8398,fact prettier usual girl,0.03445558622479439,0.004982823505997658,0.06306483596563339,0.3756164312362671,0.18387722969055176,0.3380030691623688
8399,gorgeous dog ever,0.026368970051407814,0.014461176469922066,0.04172903299331665,0.4914696216583252,0.2365170121192932,0.18945421278476715
8400,ndabjp govt april september wrote lakh thousand nine hundred eleven crore?,0.02522176504135132,0.010348099283874035,0.02250051312148571,0.48933669924736023,0.10025251656770706,0.3523404002189636
8401,every black woman experience white woman every single one ?why attacking ? htt?,0.025574298575520515,0.041776083409786224,0.8698550462722778,0.008571408689022064,0.0291614830493927,0.02506171725690365
8402,rediscovered going ? wondering whether keep uploading becoming harder harder keep quality gifs thanks mate,0.010728302411735058,0.0002569821081124246,0.03612835332751274,0.6975789070129395,0.04225371405482292,0.21305380761623383
8403,aaaaaaaaaa thank ?,0.000881010782904923,0.000563598470762372,0.008881027810275555,0.4081967771053314,0.0018203647341579199,0.579657256603241
8404,really wanna something productive fever killing,0.07746925204992294,0.019354959949851036,0.24064266681671143,0.0779886320233345,0.059703391045331955,0.5248411297798157
8405,feel,0.07106293737888336,0.006930163595825434,0.07091950625181198,0.5212149620056152,0.26493167877197266,0.06494070589542389
8406,deeeeeaaaaadddtttttt,0.009115573950111866,0.005486086942255497,0.017552899196743965,0.42271727323532104,0.09487216174602509,0.4502561092376709
8407,beautiful,0.0029988631140440702,0.0013805411290377378,0.008393525145947933,0.7654492855072021,0.161033496260643,0.06074420362710953
8408,???? wb update siwon noting book carrying incheon airport returning korea taiw?,0.08507828414440155,0.009358718991279602,0.031422581523656845,0.5375639200210571,0.12917618453502655,0.20740020275115967
8409,honestly great hated stan twt knowing ur level intelligence exceeds theyll never feel complete anti,0.05182653293013573,0.016398919746279716,0.021544896066188812,0.39148691296577454,0.4753262996673584,0.04341640695929527
8410,exam starting soon im twitter app like mai sense left loll,0.029287325218319893,0.00910539273172617,0.06275922805070877,0.16117289662361145,0.1949516236782074,0.5427235960960388
8411,one tattoo,0.08841899782419205,0.02185729704797268,0.3132176697254181,0.19870176911354065,0.13107708096504211,0.24672721326351166
8412,tech guy like see intels disappearance,0.05760686844587326,0.04843549057841301,0.2795393168926239,0.1518947184085846,0.18790467083454132,0.2746189832687378
8413,link working,0.004585703834891319,0.001772408140823245,0.017131442204117775,0.41374853253364563,0.059419456869363785,0.5033423900604248
8414,horror movie pay tv master ?,0.005395243410021067,0.018032632768154144,0.929165780544281,0.00999984797090292,0.021045152097940445,0.016361389309167862
8415,paul klein repeat paul klein,0.16826865077018738,0.2672710120677948,0.0616602748632431,0.15685859322547913,0.1862088292837143,0.15973253548145294
8416,teacher think student able handle amount work single exam real,0.08078113943338394,0.004866596311330795,0.16056081652641296,0.6412431001663208,0.05745803564786911,0.05509031563997269
8417,im sad,0.04074091836810112,0.011591422371566296,0.06876788288354874,0.03183358162641525,0.799740731716156,0.04732544347643852
8418,assirat thinner hair,0.007570314221084118,0.001465100678615272,0.08999857306480408,0.40741872787475586,0.026211578398942947,0.46733567118644714
8419,beautiful,0.0029988631140440702,0.0013805411290377378,0.008393525145947933,0.7654492855072021,0.161033496260643,0.06074420362710953
8420,aaaaaaaaaa thank ?,0.000881010782904923,0.000563598470762372,0.008881027810275555,0.4081967771053314,0.0018203647341579199,0.579657256603241
8421,really wanna something productive fever killing,0.07746925204992294,0.019354959949851036,0.24064266681671143,0.0779886320233345,0.059703391045331955,0.5248411297798157
8422,feel,0.07106293737888336,0.006930163595825434,0.07091950625181198,0.5212149620056152,0.26493167877197266,0.06494070589542389
8423,deeeeeaaaaadddtttttt,0.009115573950111866,0.005486086942255497,0.017552899196743965,0.42271727323532104,0.09487216174602509,0.4502561092376709
8424,beautiful,0.0029988631140440702,0.0013805411290377378,0.008393525145947933,0.7654492855072021,0.161033496260643,0.06074420362710953
8425,???? wb update siwon noting book carrying incheon airport returning korea taiw?,0.08507828414440155,0.009358718991279602,0.031422581523656845,0.5375639200210571,0.12917618453502655,0.20740020275115967
8426,honestly great hated stan twt knowing ur level intelligence exceeds theyll never feel complete anti,0.05182653293013573,0.016398919746279716,0.021544896066188812,0.39148691296577454,0.4753262996673584,0.04341640695929527
8427,exam starting soon im twitter app like mai sense left loll,0.029287325218319893,0.00910539273172617,0.06275922805070877,0.16117289662361145,0.1949516236782074,0.5427235960960388
8428,one tattoo,0.08841899782419205,0.02185729704797268,0.3132176697254181,0.19870176911354065,0.13107708096504211,0.24672721326351166
8429,tech guy like see intels disappearance,0.05760686844587326,0.04843549057841301,0.2795393168926239,0.1518947184085846,0.18790467083454132,0.2746189832687378
8430,link working,0.004585703834891319,0.001772408140823245,0.017131442204117775,0.41374853253364563,0.059419456869363785,0.5033423900604248
8431,horror movie pay tv master ?,0.005395243410021067,0.018032632768154144,0.929165780544281,0.00999984797090292,0.021045152097940445,0.016361389309167862
8432,paul klein repeat paul klein,0.16826865077018738,0.2672710120677948,0.0616602748632431,0.15685859322547913,0.1862088292837143,0.15973253548145294
8433,teacher think student able handle amount work single exam real,0.08078113943338394,0.004866596311330795,0.16056081652641296,0.6412431001663208,0.05745803564786911,0.05509031563997269
8434,im sad,0.04074091836810112,0.011591422371566296,0.06876788288354874,0.03183358162641525,0.799740731716156,0.04732544347643852
8435,assirat thinner hair,0.007570314221084118,0.001465100678615272,0.08999857306480408,0.40741872787475586,0.026211578398942947,0.46733567118644714
8436,rock darkest time patience show support give beyond could ever offer real?,0.3113909661769867,0.018161699175834656,0.3798344135284424,0.08369321376085281,0.04016772285103798,0.16675205528736115
8437,swear haven?t right ever since grandma died,0.10215858370065689,0.17896899580955505,0.16001971065998077,0.016066087409853935,0.3537977337837219,0.1889888197183609
8438,first project need qha,0.01551066804677248,0.005929240491241217,0.1449306607246399,0.7516375184059143,0.04041801393032074,0.0415739007294178
8439,im anxiety rn thinking whats gonna happen month wtf bf bestie ??,0.00987936183810234,0.0016107180854305625,0.6400273442268372,0.021129252389073372,0.016332101076841354,0.31102123856544495
8440,im glad,0.00843539647758007,0.0013346021296456456,0.015896569937467575,0.8366718888282776,0.035197000950574875,0.10246457904577255
8441,shy minseok he cutest,0.002276023617014289,0.000886937661562115,0.016083454713225365,0.4607388377189636,0.020812662318348885,0.49920210242271423
8442,rest peace mama winnie madikizela mandela always remembered contribution mother n?,0.027577435597777367,0.004656673409044743,0.0797407478094101,0.5962085723876953,0.07920283079147339,0.21261370182037354
8443,danger must run yoonmin yoongi pull jimin away im cry ht?,0.9194379448890686,0.0023340864572674036,0.028238436207175255,0.007152802310883999,0.03713701292872429,0.005699764005839825
8444,currently,0.024049071595072746,0.0021289398428052664,0.10319307446479797,0.6794058084487915,0.08944334834814072,0.10177969932556152
8445,needed needed one emotional episode?,0.0665268823504448,0.006946396082639694,0.44407886266708374,0.05682309344410896,0.3673502802848816,0.05827455595135689
8446,look dat dumpling,0.012471327558159828,0.02296912483870983,0.12053442001342773,0.20035061240196228,0.10104203969240189,0.5426324605941772
8447,even work go early clean ?,0.004689930938184261,0.0014354260638356209,0.006630427669733763,0.7299507856369019,0.025382570922374725,0.23191086947917938
8448,seeing amount girl lost boyfriend really young age make appreciate mine even more?,0.04627182334661484,0.16434364020824432,0.05286505073308945,0.044348735362291336,0.5922428965568542,0.0999278873205185
8449,meirl,0.16691899299621582,0.029218899086117744,0.1606205254793167,0.1811041235923767,0.2944677472114563,0.16766974329948425
8450,army need strength voting shown iheartawards teamwork make dream work fam pls?,0.018073076382279396,0.0046492270193994045,0.1505378782749176,0.5770539045333862,0.13170956075191498,0.11797640472650528
8451,scare know leaving world ya allah ka sa mu cika da imani ameen,0.006218991242349148,0.010416176170110703,0.49556973576545715,0.019771171733736992,0.1989474594593048,0.2690763473510742
8452,total shock sad hear shooting headquarters today i?ve kn?,0.0536007396876812,0.024673016741871834,0.15877225995063782,0.1313924789428711,0.52642822265625,0.10513333231210709
8453,star garden available sk,0.007939748466014862,0.0011661945609375834,0.014639854431152344,0.846973180770874,0.033566031605005264,0.09571495652198792
8454,ok swear im angry guy put comment video,0.8972716331481934,0.0050721550360322,0.021819530054926872,0.012090609408915043,0.014562252908945084,0.04918375611305237
8455,congratulation may god continue bless sweet soul magesh photography,0.0007874474977143109,0.00010092644515680149,0.0008573937811888754,0.924838125705719,0.002776900539174676,0.0706392377614975
8456,otw ust na,0.02784794196486473,0.006869159173220396,0.12060675024986267,0.5397378206253052,0.09399454295635223,0.21094386279582977
8457,three acc suspended vote wasted,0.4116537570953369,0.04112417250871658,0.09624732285737991,0.20141547918319702,0.09504018723964691,0.1545189917087555
8458,timog you?ve given much thank everything,0.06424257159233093,0.004620224237442017,0.04790877923369408,0.6115948557853699,0.09003519266843796,0.18159833550453186
8459,leave kinda cousin alone,0.05354674533009529,0.005597510375082493,0.07557911425828934,0.0834590345621109,0.26754114031791687,0.5142765045166016
8460,recently lost energy lot thing emotion friendship phone call want work left alone,0.01474114041775465,0.0010894237784668803,0.04330715909600258,0.20427709817886353,0.6646913290023804,0.07189378142356873
8461,hello miss,0.01361943781375885,0.005392191931605339,0.020047888159751892,0.36206626892089844,0.24747376143932343,0.35140037536621094
8462,still raining ulsan,0.012989703565835953,0.002431283239275217,0.015587443485856056,0.7988885045051575,0.1259576380252838,0.044145453721284866
8463,amores imposibles,0.07480790466070175,0.016595371067523956,0.17232312262058258,0.2878427505493164,0.38825637102127075,0.06017442047595978
8464,fml want rabbit,0.01811271905899048,0.03452061489224434,0.28823935985565186,0.07591914385557175,0.059553682804107666,0.5236545205116272
8465,heart actually hurt see tweet someone bfgf died can?t even begin imagine awful,0.04951326549053192,0.023493466898798943,0.18101607263088226,0.011499899439513683,0.7035039663314819,0.0309732798486948
8466,were cry could lyric match sob remember ?? mission,0.0040783085860311985,0.000822841830085963,0.02389533817768097,0.1601380556821823,0.7587719559669495,0.05229353532195091
8467,teacher think student able handle amount work single exam real,0.08078113943338394,0.004866596311330795,0.16056081652641296,0.6412431001663208,0.05745803564786911,0.05509031563997269
8468,school morning assembly heaven,0.009624103084206581,0.0005102850263938308,0.013384905643761158,0.9217137694358826,0.0347444973886013,0.020022571086883545
8469,woman moment im proud true inspiration nothing goe?,0.01053758803755045,0.0016854207497090101,0.33873218297958374,0.5113169550895691,0.0776219442486763,0.06010584905743599
8470,??????holmbridge ??????? please rt help owner,0.10442935675382614,0.03879031538963318,0.2669897675514221,0.05575419217348099,0.35950011014938354,0.17453627288341522
8471,poor steph,0.03665033355355263,0.0086548812687397,0.08646591752767563,0.11461599171161652,0.7270106077194214,0.026602383702993393
8472,still working,0.010544775985181332,0.0017818572232499719,0.03209560737013817,0.5547344088554382,0.08327972143888474,0.31756362318992615
8473,?you?ve made shiny laura thank making shiny ?,0.0011462472612038255,0.0002406883577350527,0.003151398617774248,0.885753870010376,0.0029079527594149113,0.10679985582828522
8474,watercolor papeeeeeeer please,0.006989143788814545,0.014814527705311775,0.07299420982599258,0.6229917407035828,0.04248841851949692,0.23972199857234955
8475,generous enough let use xfinity wifi acc,0.0499185174703598,0.021825052797794342,0.2231525182723999,0.36251112818717957,0.051275599747896194,0.2913172245025635
8476,dear one day wakeup see nigeria sale jumia,0.008643914945423603,0.012967010959982872,0.05529766157269478,0.2099272757768631,0.409169465303421,0.30399471521377563
